Customer,State,State - Cleaned,GENDER,Gender (Clean),Education,Education (Clean), Customer Lifetime Value , CLV - Cleaned , Income , Income (Cleaned) , Monthly Premium Auto , Number of Open Complaints ,Number of Open Complaints,Policy Type,Vehicle Class, Total Claim Amount ,,,State,,,NA,NA,,Master,Masters,,Policy Type,,Vehicle Class
WC35554,Oregon,Oregon,M,Male,College,College," £4,530.53 "," £4,530.53 "," £34,640.00 "," £34,640.00 ", 117 ," 36,557.00 ",, Personal Auto ,Sports Car,466.318191,,,,,,,,,,,,,,
JR10216,California,California,F,Female,Bachelor,Bachelors," £2,691.38 "," £2,691.38 "," £21,959.00 "," £21,959.00 ", 71 , 1/0/00 ,, Corporate Auto ,Four-Door Car,340.8,,,,,,,,,,,,,,
OH11674,Arizona,Arizona,F,Female,Bachelor,Bachelors," £8,068.62 "," £8,068.62 "," £51,584.00 "," £51,584.00 ", 69 ," 36,557.00 ",, Corporate Auto ,Two-Door Car,368.919773,,,,,,,,,,,,,,
US85318,Oregon,Oregon,F,Female,Bachelor,Bachelors," £2,478.58 "," £2,478.58 "," £65,744.00 "," £65,744.00 ", 62 , 1/0/00 ,, Corporate Auto ,Four-Door Car,166.507217,,,,,,,,,,,,,,
FS19862,Arizona,Arizona,F,Female,Bachelor,Bachelors," £9,112.04 "," £9,112.04 "," £25,198.00 "," £25,198.00 ", 118 , 1/0/00 ,, Personal Auto ,SUV,566.4,,,,,,,,,,,,,,
ZP80713,Arizona,Arizona,F,Female,Master,Masters," £2,772.44 "," £2,772.44 "," £79,663.00 "," £79,663.00 ", 69 , 1/0/00 ,, Personal Auto ,Two-Door Car,263.957201,,,,,,,,,,,,,,
OK50159,Arizona,Arizona,F,Female,Bachelor,Bachelors," £4,305.79 "," £4,305.79 "," £31,071.00 "," £31,071.00 ", 111 ," 36,557.00 ",, Personal Auto ,Sports Car,215.23091,,,,,,,,,,,,,,
TP54769,California,California,F,Female,Bachelor,Bachelors," £5,103.36 "," £5,103.36 "," £39,452.00 "," £39,452.00 ", 131 , 1/0/00 ,, Corporate Auto ,SUV,398.190882,,,,,,,,,,,,,,
FS49381,Oregon,Oregon,F,Female,Bachelor,Bachelors," £4,784.96 "," £4,784.96 "," £25,813.00 "," £25,813.00 ", 61 , 1/0/00 ,, Personal Auto ,Four-Door Car,205.332749,,,,,,,,,,,,,,
DQ79499,Oregon,Oregon,F,Female,Doctor,Doctor," £10,541.11 "," £10,541.11 "," £59,965.00 "," £59,965.00 ", 131 , 1/0/00 ,, Personal Auto ,SUV,905.030448,,,,,,,,,,,,,,
VH31965,Washington,Washington,Male,Male,Bachelor,Bachelors," £5,285.12 "," £5,285.12 "," £40,783.00 "," £40,783.00 ", 67 ," 36,526.00 ",, Personal Auto ,Four-Door Car,321.6,,,,,,,,,,,,,,
VO25602,Nevada,Nevada,F,Female,College,College," £7,610.84 "," £7,610.84 "," £98,701.00 "," £98,701.00 ", 94 , 1/0/00 ,, Personal Auto ,Four-Door Car,79.615631,,,,,,,,,,,,,,
EP93369,Arizona,Arizona,F,Female,College,College," £8,510.53 "," £8,510.53 ", £-   ," £39,295.70 ", 121 , 1/0/00 ,, Personal Auto ,Sports Car,871.2,,,,,,,,,,,,,,
DQ45854,Oregon,Oregon,F,Female,College,College," £16,172.94 "," £16,172.94 "," £64,388.00 "," £64,388.00 ", 68 , 1/0/00 ,, Personal Auto ,Four-Door Car,12.394834,,,,,,,,,,,,,,
QG15661,Oregon,Oregon,M,Male,College,College," £2,425.49 "," £2,425.49 "," £66,841.00 "," £66,841.00 ", 62 , 1/0/00 ,, Personal Auto ,Four-Door Car,123.436634,,,,,,,,,,,,,,
YA80645,Oregon,Oregon,F,Female,High School or Below,High School or Below," £2,899.32 "," £2,899.32 "," £33,738.00 "," £33,738.00 ", 74 ," 36,526.00 ",, Corporate Auto ,Four-Door Car,304.390472,,,,,,,,,,,,,,
TW16499,California,California,M,Male,Bachelor,Bachelors," £3,633.05 "," £3,633.05 "," £43,334.00 "," £43,334.00 ", 95 ," 36,557.00 ",, Corporate Auto ,Two-Door Car,614.367195,,,,,,,,,,,,,,
UP97629,California,California,F,Female,College,College," £3,457.15 "," £3,457.15 ", £-   ," £39,295.70 ", 91 , 1/0/00 ,, Personal Auto ,Four-Door Car,245.673365,,,,,,,,,,,,,,
NU42684,Nevada,Nevada,F,Female,College,College," £3,394.72 "," £3,394.72 "," £83,431.00 "," £83,431.00 ", 84 , 1/0/00 ,, Personal Auto ,Four-Door Car,403.2,,,,,,,,,,,,,,
EM85557,Washington,Washington,F,Female,College,College," £8,021.07 "," £8,021.07 "," £54,292.00 "," £54,292.00 ", 67 , 1/0/00 ,, Personal Auto ,Four-Door Car,321.6,,,,,,,,,,,,,,
BM69818,Oregon,Oregon,M,Male,Bachelor,Bachelors," £5,841.53 "," £5,841.53 ", £-   ," £39,295.70 ", 79 , 1/0/00 ,, Personal Auto ,Four-Door Car,379.2,,,,,,,,,,,,,,
HK15299,California,California,M,Male,High School or Below,High School or Below," £5,479.85 "," £5,479.85 "," £38,210.00 "," £38,210.00 ", 69 , 1/0/00 ,, Personal Auto ,Four-Door Car,383.043363,,,,,,,,,,,,,,
NP88496,Nevada,Nevada,F,Female,High School or Below,High School or Below," £20,455.25 "," £20,455.25 ", £-   ," £39,295.70 ", 67 , 1/0/00 ,, Personal Auto ,Four-Door Car,482.4,,,,,,,,,,,,,,
SB99002,Oregon,Oregon,F,Female,Bachelor,Bachelors," £8,319.12 "," £8,319.12 "," £49,734.00 "," £49,734.00 ", 69 , 1/0/00 ,, Corporate Auto ,Four-Door Car,154.748539,,,,,,,,,,,,,,
ZH42145,Washington,Washington,F,Female,High School or Below,High School or Below," £2,582.86 "," £2,582.86 "," £50,148.00 "," £50,148.00 ", 65 , 1/0/00 ,, Corporate Auto ,Four-Door Car,323.485239,,,,,,,,,,,,,,
JG30837,Oregon,Oregon,M,Male,College,College," £4,163.79 "," £4,163.79 "," £11,689.00 "," £11,689.00 ", 117 , 1/0/00 ,, Corporate Auto ,SUV,561.6,,,,,,,,,,,,,,
AC22873,Arizona,Arizona,F,Female,High School or Below,High School or Below," £4,853.10 "," £4,853.10 "," £17,120.00 "," £17,120.00 ", 125 , 1/0/00 ,, Special Auto ,SUV,717.285949,,,,,,,,,,,,,,
RO85831,Oregon,Oregon,M,Male,High School or Below,High School or Below," £7,531.70 "," £7,531.70 "," £82,157.00 "," £82,157.00 ", 188 , 1/0/00 ,, Corporate Auto ,Luxury Car,1353.6,,,,,,,,,,,,,,
NN65845,Washington,Washington,F,Female,Bachelors,Bachelors," £2,585.94 "," £2,585.94 "," £21,603.00 "," £21,603.00 ", 68 ," 36,557.00 ",, Personal Auto ,Four-Door Car,326.4,,,,,,,,,,,,,,
RZ27571,Washington,Washington,F,Female,Bachelor,Bachelors," £2,695.96 "," £2,695.96 "," £25,544.00 "," £25,544.00 ", 68 , 1/0/00 ,, Personal Auto ,Four-Door Car,326.4,,,,,,,,,,,,,,
GH31557,California,California,M,Male,High School or Below,High School or Below," £2,684.58 "," £2,684.58 "," £98,121.00 "," £98,121.00 ", 67 , 1/0/00 ,, Personal Auto ,Two-Door Car,383.655742,,,,,,,,,,,,,,
MK73855,Washington,Washington,F,Female,High School or Below,High School or Below," £8,109.36 "," £8,109.36 "," £32,314.00 "," £32,314.00 ", 68 , 1/0/00 ,, Personal Auto ,Four-Door Car,326.4,,,,,,,,,,,,,,
IO27771,Oregon,Oregon,F,Female,College,College," £9,036.66 "," £9,036.66 "," £89,382.00 "," £89,382.00 ", 112 , 1/0/00 ,, Corporate Auto ,Four-Door Car,573.990258,,,,,,,,,,,,,,
HB99061,Arizona,Arizona,F,Female,High School or Below,High School or Below," £5,352.19 "," £5,352.19 "," £97,742.00 "," £97,742.00 ", 132 , 1/0/00 ,, Corporate Auto ,SUV,199.590599,,,,,,,,,,,,,,
HQ82089,Arizona,Arizona,F,Female,High School or Below,High School or Below," £11,880.97 "," £11,880.97 ", £-   ," £39,295.70 ", 114 , 1/0/00 ,, Personal Auto ,Four-Door Car,820.8,,,,,,,,,,,,,,
JN72184,Oregon,Oregon,M,Male,College,College," £2,557.09 "," £2,557.09 ", £-   ," £39,295.70 ", 73 , 1/0/00 ,, Corporate Auto ,Four-Door Car,525.6,,,,,,,,,,,,,,
WQ46946,California,California,F,Female,College,College," £7,914.82 "," £7,914.82 "," £77,153.00 "," £77,153.00 ", 99 ," 36,526.00 ",, Personal Auto ,Four-Door Car,355.641958,,,,,,,,,,,,,,
WJ44028,California,California,M,Male,Master,Masters," £9,840.08 "," £9,840.08 "," £94,590.00 "," £94,590.00 ", 81 , 1/0/00 ,, Personal Auto ,Two-Door Car,388.8,,,,,,,,,,,,,,
WH77063,Arizona,Arizona,F,Female,High School or Below,High School or Below," £4,351.55 "," £4,351.55 "," £74,163.00 "," £74,163.00 ", 108 , 1/0/00 ,, Personal Auto ,Four-Door Car,518.4,,,,,,,,,,,,,,
FI13966,Oregon,Oregon,F,Female,High School or Below,High School or Below," £22,207.83 "," £22,207.83 "," £40,450.00 "," £40,450.00 ", 287 ," 36,586.00 ",, Personal Auto ,Luxury SUV,1377.6,,,,,,,,,,,,,,
AQ46199,Oregon,Oregon,M,Male,High School or Below,High School or Below," £4,825.26 "," £4,825.26 ", £-   ," £39,295.70 ", 71 , 1/0/00 ,, Personal Auto ,Two-Door Car,511.2,,,,,,,,,,,,,,
WV69362,Arizona,Arizona,F,Female,High School or Below,High School or Below," £6,947.84 "," £6,947.84 ", £-   ," £39,295.70 ", 99 , 1/0/00 ,, Corporate Auto ,Two-Door Car,475.2,,,,,,,,,,,,,,
RJ90816,California,California,F,Female,College,College," £3,344.81 "," £3,344.81 "," £33,243.00 "," £33,243.00 ", 85 , 1/0/00 ,, Personal Auto ,Four-Door Car,24.555177,,,,,,,,,,,,,,
NH19236,Arizona,Arizona,M,Male,Master,Masters," £2,357.50 "," £2,357.50 ", £-   ," £39,295.70 ", 64 , 1/0/00 ,, Personal Auto ,Four-Door Car,199.791024,,,,,,,,,,,,,,
VW88911,Oregon,Oregon,M,Male,High School or Below,High School or Below," £35,944.71 "," £35,944.71 ", £-   ," £39,295.70 ", 114 , 1/0/00 ,, Corporate Auto ,Four-Door Car,820.8,,,,,,,,,,,,,,
NV14535,Nevada,Nevada,M,Male,High School or Below,High School or Below," £10,408.97 "," £10,408.97 "," £20,228.00 "," £20,228.00 ", 101 ," 36,526.00 ",, Personal Auto ,SUV,523.815839,,,,,,,,,,,,,,
BM66931,Arizona,Arizona,F,Female,High School or Below,High School or Below," £4,048.16 "," £4,048.16 "," £92,801.00 "," £92,801.00 ", 100 , 1/0/00 ,, Personal Auto ,SUV,407.045238,,,,,,,,,,,,,,
JW24035,Oregon,Oregon,M,Male,College,College," £6,852.00 "," £6,852.00 ", £-   ," £39,295.70 ", 69 ," 36,526.00 ",, Personal Auto ,Four-Door Car,406.999443,,,,,,,,,,,,,,
PG82270,California,California,M,Male,College,College," £2,903.02 "," £2,903.02 "," £36,845.00 "," £36,845.00 ", 74 , 1/0/00 ,, Personal Auto ,Four-Door Car,355.2,,,,,,,,,,,,,,
RW65101,California,California,F,Female,College,College," £18,039.11 "," £18,039.11 ", £-   ," £39,295.70 ", 63 , 1/0/00 ,, Personal Auto ,Four-Door Car,503.204804,,,,,,,,,,,,,,
QO79771,California,California,F,Female,Master,Masters," £3,242.04 "," £3,242.04 "," £72,330.00 "," £72,330.00 ", 81 ," 36,557.00 ",, Personal Auto ,Four-Door Car,126.509441,,,,,,,,,,,,,,
EC44438,Nevada,Nevada,F,Female,Bachelor,Bachelors," £2,467.62 "," £2,467.62 "," £19,352.00 "," £19,352.00 ", 65 , 1/0/00 ,, Personal Auto ,Four-Door Car,724.463534,,,,,,,,,,,,,,
MW54213,Arizona,Arizona,M,Male,College,College," £5,674.38 "," £5,674.38 ", £-   ," £39,295.70 ", 62 ," 36,647.00 ",, Personal Auto ,Four-Door Car,297.6,,,,,,,,,,,,,,
ZN33412,Arizona,Arizona,F,Female,College,College," £8,634.36 "," £8,634.36 "," £25,073.00 "," £25,073.00 ", 79 , 1/0/00 ,, Personal Auto ,Four-Door Car,379.2,,,,,,,,,,,,,,
HZ56678,Oregon,Oregon,F,Female,High School or Below,High School or Below," £2,780.20 "," £2,780.20 "," £20,261.00 "," £20,261.00 ", 72 , 1/0/00 ,, Personal Auto ,Four-Door Car,345.6,,,,,,,,,,,,,,
AN36757,Oregon,Oregon,M,Male,Master,Masters," £22,056.01 "," £22,056.01 "," £66,851.00 "," £66,851.00 ", 92 ," 36,557.00 ",, Personal Auto ,Four-Door Car,408.550442,,,,,,,,,,,,,,
NB54665,Arizona,Arizona,F,Female,High School or Below,High School or Below," £2,514.59 "," £2,514.59 "," £43,860.00 "," £43,860.00 ", 65 , 1/0/00 ,, Corporate Auto ,Four-Door Car,156.124914,,,,,,,,,,,,,,
MG99229,Oregon,Oregon,M,Male,College,College," £5,886.22 "," £5,886.22 ", £-   ," £39,295.70 ", 180 , 1/0/00 ,, Corporate Auto ,Luxury Car,1777.471271,,,,,,,,,,,,,,
MX76292,California,California,F,Female,Doctor,Doctor," £7,706.04 "," £7,706.04 "," £48,019.00 "," £48,019.00 ", 64 , 1/0/00 ,, Corporate Auto ,Four-Door Car,137.665031,,,,,,,,,,,,,,
EJ90880,California,California,M,Male,College,College," £2,790.46 "," £2,790.46 "," £28,786.00 "," £28,786.00 ", 71 ," 36,526.00 ",, Personal Auto ,Four-Door Car,345.619809,,,,,,,,,,,,,,
WO95180,California,California,F,Female,High School or Below,High School or Below," £2,397.04 "," £2,397.04 "," £22,283.00 "," £22,283.00 ", 65 , 1/0/00 ,, Corporate Auto ,Four-Door Car,572.072106,,,,,,,,,,,,,,
BU53191,Arizona,Arizona,F,Female,Bachelor,Bachelors," £8,834.32 "," £8,834.32 "," £34,133.00 "," £34,133.00 ", 111 , 1/0/00 ,, Personal Auto ,SUV,226.9684,,,,,,,,,,,,,,
ZK54897,Arizona,Arizona,M,Male,Master,Masters," £14,435.67 "," £14,435.67 "," £60,880.00 "," £60,880.00 ", 119 , 1/0/00 ,, Personal Auto ,Two-Door Car,109.906628,,,,,,,,,,,,,,
PP48389,California,California,F,Female,Bachelor,Bachelors," £6,871.97 "," £6,871.97 ", £-   ," £39,295.70 ", 196 ," 36,557.00 ",, Personal Auto ,Sports Car,940.8,,,,,,,,,,,,,,
XD29421,Oregon,Oregon,M,Male,High School or Below,High School or Below," £15,362.35 "," £15,362.35 "," £48,115.00 "," £48,115.00 ", 192 , 1/0/00 ,, Personal Auto ,Luxury Car,1382.4,,,,,,,,,,,,,,
OP26403,California,California,F,Female,College,College," £4,834.80 "," £4,834.80 "," £32,017.00 "," £32,017.00 ", 62 ," 36,557.00 ",, Personal Auto ,Four-Door Car,297.6,,,,,,,,,,,,,,
XK15687,Oregon,Oregon,F,Female,High School or Below,High School or Below," £10,899.30 "," £10,899.30 "," £58,518.00 "," £58,518.00 ", 136 , 1/0/00 ,, Personal Auto ,SUV,323.637414,,,,,,,,,,,,,,
ED29955,California,California,M,Male,Bachelor,Bachelors," £5,284.04 "," £5,284.04 "," £61,542.00 "," £61,542.00 ", 67 , 1/0/00 ,, Personal Auto ,Four-Door Car,321.6,,,,,,,,,,,,,,
QT84720,Oregon,Oregon,F,Female,Bachelor,Bachelors," £2,891.73 "," £2,891.73 "," £56,761.00 "," £56,761.00 ", 73 ," 36,526.00 ",, Corporate Auto ,Two-Door Car,85.146928,,,,,,,,,,,,,,
ZH35315,California,California,M,Male,College,College," £4,900.55 "," £4,900.55 "," £22,976.00 "," £22,976.00 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,345.951322,,,,,,,,,,,,,,
EE76374,Nevada,Nevada,F,Female,High School or Below,High School or Below," £20,842.60 "," £20,842.60 ", £-   ," £39,295.70 ", 72 , 1/0/00 ,, Personal Auto ,Four-Door Car,709.082334,,,,,,,,,,,,,,
SH51981,Washington,Washington,M,Male,College,College," £5,246.06 "," £5,246.06 "," £70,301.00 "," £70,301.00 ", 67 , 1/0/00 ,, Personal Auto ,Four-Door Car,328.942798,,,,,,,,,,,,,,
BS13111,Arizona,Arizona,M,Male,Bachelor,Bachelors," £6,630.84 "," £6,630.84 ", £-   ," £39,295.70 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,315.950185,,,,,,,,,,,,,,
JP12645,Arizona,Arizona,M,Male,Bachelor,Bachelors," £12,036.62 "," £12,036.62 "," £44,428.00 "," £44,428.00 ", 104 , 1/0/00 ,, Personal Auto ,SUV,499.2,,,,,,,,,,,,,,
ZF28570,Nevada,Nevada,M,Male,Bachelor,Bachelors," £3,895.03 "," £3,895.03 "," £52,361.00 "," £52,361.00 ", 102 , 1/0/00 ,, Personal Auto ,Four-Door Car,645.952371,,,,,,,,,,,,,,
UU93074,California,California,M,Male,College,College," £11,701.07 "," £11,701.07 "," £32,435.00 "," £32,435.00 ", 297 , 1/0/00 ,, Personal Auto ,Luxury Car,1767.348807,,,,,,,,,,,,,,
SZ60450,California,California,M,Male,High School or Below,High School or Below," £3,419.11 "," £3,419.11 "," £40,272.00 "," £40,272.00 ", 86 , 1/0/00 ,, Personal Auto ,Two-Door Car,23.387192,,,,,,,,,,,,,,
HL63895,Arizona,Arizona,M,Male,Master,Masters," £7,302.78 "," £7,302.78 "," £30,492.00 "," £30,492.00 ", 61 , 1/0/00 ,, Personal Auto ,Four-Door Car,171.38289,,,,,,,,,,,,,,
UD27196,Arizona,Arizona,M,Male,High School or Below,High School or Below," £19,685.41 "," £19,685.41 "," £51,524.00 "," £51,524.00 ", 244 , 1/0/00 ,, Personal Auto ,Luxury Car,1171.2,,,,,,,,,,,,,,
OU53351,Arizona,Arizona,M,Male,College,College," £2,486.06 "," £2,486.06 "," £36,635.00 "," £36,635.00 ", 63 , 1/0/00 ,, Corporate Auto ,Four-Door Car,302.4,,,,,,,,,,,,,,
SX50964,Arizona,Arizona,F,Female,Bachelor,Bachelors," £5,224.33 "," £5,224.33 "," £83,389.00 "," £83,389.00 ", 65 , 1/0/00 ,, Corporate Auto ,Two-Door Car,209.25613,,,,,,,,,,,,,,
RP30093,Oregon,Oregon,F,Female,Bachelor,Bachelors," £49,221.43 "," £49,221.43 "," £63,035.00 "," £63,035.00 ", 153 , 1/0/00 ,, Personal Auto ,SUV,734.4,,,,,,,,,,,,,,
BK73302,California,California,M,Male,Bachelor,Bachelors," £3,167.89 "," £3,167.89 "," £61,638.00 "," £61,638.00 ", 82 ," 36,557.00 ",, Corporate Auto ,Four-Door Car,544.340079,,,,,,,,,,,,,,
CS93971,Arizona,Arizona,F,Female,College,College," £7,805.31 "," £7,805.31 "," £21,073.00 "," £21,073.00 ", 106 ," 36,526.00 ",, Personal Auto ,SUV,508.8,,,,,,,,,,,,,,
RG13940,California,California,F,Female,College,College," £13,197.93 "," £13,197.93 ", £-   ," £39,295.70 ", 68 ," 36,586.00 ",, Personal Auto ,Four-Door Car,326.4,,,,,,,,,,,,,,
ZG94155,Oregon,Oregon,M,Male,Bachelor,Bachelors," £6,234.31 "," £6,234.31 ", £-   ," £39,295.70 ", 82 , 1/0/00 ,, Personal Auto ,Two-Door Car,192.7604,,,,,,,,,,,,,,
QN15356,Arizona,Arizona,M,Male,College,College," £7,539.60 "," £7,539.60 ", £-   ," £39,295.70 ", 74 , 1/0/00 ,, Personal Auto ,Four-Door Car,532.8,,,,,,,,,,,,,,
MZ16820,Nevada,Nevada,M,Male,High School or Below,High School or Below," £8,157.93 "," £8,157.93 "," £86,811.00 "," £86,811.00 ", 102 , 1/0/00 ,, Corporate Auto ,Four-Door Car,489.6,,,,,,,,,,,,,,
DO98345,Oregon,Oregon,M,Male,High School or Below,High School or Below," £13,156.75 "," £13,156.75 "," £72,517.00 "," £72,517.00 ", 82 , 1/0/00 ,, Personal Auto ,Two-Door Car,371.458196,,,,,,,,,,,,,,
PA48777,Washington,Washington,F,Female,High School or Below,High School or Below," £2,491.26 "," £2,491.26 "," £25,965.00 "," £25,965.00 "," 5,353 ", 1/0/00 ,, Personal Auto ,Four-Door Car,329.206567,,,,,,,,,,,,,,
UK76814,Oregon,Oregon,F,Female,Doctor,Doctor," £5,339.39 "," £5,339.39 "," £84,424.00 "," £84,424.00 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,231.537001,,,,,,,,,,,,,,
SR30440,California,California,F,Female,College,College," £8,649.18 "," £8,649.18 "," £43,383.00 "," £43,383.00 ", 109 , 1/0/00 ,, Personal Auto ,SUV,757.593913,,,,,,,,,,,,,,
XE66367,Oregon,Oregon,M,Male,High School or Below,High School or Below," £7,519.13 "," £7,519.13 "," £96,306.00 "," £96,306.00 ", 95 ," 36,526.00 ",, Special Auto ,Four-Door Car,185.355353,,,,,,,,,,,,,,
SZ70655,California,California,F,Female,College,College," £4,293.01 "," £4,293.01 ", £-   ," £39,295.70 ", 61 , 1/0/00 ,, Corporate Auto ,Two-Door Car,292.8,,,,,,,,,,,,,,
UV54502,Washington,Washington,female,Female,High School or Below,High School or Below," £2,537.74 "," £2,537.74 ", £-   ," £39,295.70 ", 69 , 1/0/00 ,, Personal Auto ,Four-Door Car,331.2,,,,,,,,,,,,,,
DK98861,Arizona,Arizona,F,Female,College,College," £13,160.34 "," £13,160.34 "," £94,125.00 "," £94,125.00 ", 109 , 1/0/00 ,, Personal Auto ,SUV,341.680131,,,,,,,,,,,,,,
JX14364,Oregon,Oregon,M,Male,College,College," £13,235.54 "," £13,235.54 "," £39,778.00 "," £39,778.00 ", 112 , 1/0/00 ,, Personal Auto ,SUV,806.4,,,,,,,,,,,,,,
LI85491,Oregon,Oregon,F,Female,High School or Below,High School or Below," £3,744.58 "," £3,744.58 ", £-   ," £39,295.70 ", 101 , 1/0/00 ,, Personal Auto ,SUV,727.2,,,,,,,,,,,,,,
JY87538,Oregon,Oregon,F,Female,College,College," £28,486.07 "," £28,486.07 "," £91,871.00 "," £91,871.00 ", 102 , 1/0/00 ,, Personal Auto ,SUV,346.845129,,,,,,,,,,,,,,
VE55982,Nevada,Nevada,M,Male,Bachelor,Bachelors," £2,644.68 "," £2,644.68 "," £54,000.00 "," £54,000.00 ", 66 , 1/0/00 ,, Corporate Auto ,Two-Door Car,373.881547,,,,,,,,,,,,,,
WK99918,Oregon,Oregon,M,Male,Doctor,Doctor," £5,073.28 "," £5,073.28 "," £57,709.00 "," £57,709.00 ", 125 , 1/0/00 ,, Personal Auto ,SUV,600,,,,,,,,,,,,,,
XP16538,Arizona,Arizona,F,Female,High School or Below,High School or Below," £4,272.59 "," £4,272.59 "," £81,132.00 "," £81,132.00 ", 107 , 1/0/00 ,, Corporate Auto ,SUV,419.105559,,,,,,,,,,,,,,
HW42900,California,California,M,Male,College,College," £11,003.02 "," £11,003.02 "," £22,926.00 "," £22,926.00 ", 93 , 1/0/00 ,, Corporate Auto ,Four-Door Car,479.934846,,,,,,,,,,,,,,
JG84729,Arizona,Arizona,F,Female,College,College," £14,181.64 "," £14,181.64 ", £-   ," £39,295.70 ", 72 ," 36,557.00 ",, Personal Auto ,Four-Door Car,345.6,,,,,,,,,,,,,,
XH85336,Washington,Washington,M,Male,Bachelor,Bachelors," £5,548.03 "," £5,548.03 "," £67,798.00 "," £67,798.00 ", 69 , 1/0/00 ,, Personal Auto ,Four-Door Car,331.2,,,,,,,,,,,,,,
ND29059,Oregon,Oregon,M,Male,Bachelor,Bachelors," £11,077.69 "," £11,077.69 "," £78,011.00 "," £78,011.00 ", 138 , 1/0/00 ,, Personal Auto ,SUV,619.698644,,,,,,,,,,,,,,
HC76653,Oregon,Oregon,M,Male,College,College," £2,435.69 "," £2,435.69 "," £32,931.00 "," £32,931.00 ", 62 , 1/0/00 ,, Personal Auto ,Four-Door Car,297.6,,,,,,,,,,,,,,
SG73822,California,California,F,Female,Bachelor,Bachelors," £8,743.85 "," £8,743.85 "," £99,517.00 "," £99,517.00 ", 109 , 1/0/00 ,, Personal Auto ,Four-Door Car,239.905208,,,,,,,,,,,,,,
CB44654,Arizona,Arizona,M,Male,Bachelor,Bachelors," £2,409.76 "," £2,409.76 "," £59,665.00 "," £59,665.00 ", 62 ," 36,526.00 ",, Personal Auto ,Two-Door Car,167.138119,,,,,,,,,,,,,,
MP53505,Washington,Washington,F,Female,High School or Below,High School or Below," £5,500.01 "," £5,500.01 "," £86,073.00 "," £86,073.00 ", 136 , 1/0/00 ,, Corporate Auto ,Sports Car,333.5671,,,,,,,,,,,,,,
YJ43481,Arizona,Arizona,F,Female,High School or Below,High School or Below," £8,528.29 "," £8,528.29 "," £91,099.00 "," £91,099.00 ", 107 , 1/0/00 ,, Corporate Auto ,SUV,406.430632,,,,,,,,,,,,,,
TP15362,Oregon,Oregon,M,Male,College,College," £3,592.00 "," £3,592.00 "," £28,013.00 "," £28,013.00 ", 91 , 1/0/00 ,, Personal Auto ,Four-Door Car,655.2,,,,,,,,,,,,,,
YX90754,Nevada,Nevada,F,Female,High School or Below,High School or Below," £8,539.83 "," £8,539.83 "," £55,478.00 "," £55,478.00 ", 71 , 1/0/00 ,, Personal Auto ,Two-Door Car,339.399593,,,,,,,,,,,,,,
TQ32702,Nevada,Nevada,F,Female,College,College," £6,990.92 "," £6,990.92 "," £22,568.00 "," £22,568.00 ", 88 , 1/0/00 ,, Corporate Auto ,Four-Door Car,422.4,,,,,,,,,,,,,,
TS50305,California,California,F,Female,High School or Below,High School or Below," £3,979.39 "," £3,979.39 ", £-   ," £39,295.70 ", 112 , 1/0/00 ,, Personal Auto ,SUV,806.4,,,,,,,,,,,,,,
BY22068,Arizona,Arizona,M,Male,High School or Below,High School or Below," £23,950.37 "," £23,950.37 "," £39,335.00 "," £39,335.00 ", 201 , 1/0/00 ,, Corporate Auto ,Luxury SUV,964.8,,,,,,,,,,,,,,
TJ48439,Oregon,Oregon,F,Female,College,College," £2,321.05 "," £2,321.05 ", £-   ," £39,295.70 ", 66 , 1/0/00 ,, Personal Auto ,Two-Door Car,508.703134,,,,,,,,,,,,,,
TE61015,Oregon,Oregon,M,Male,College,College," £5,087.02 "," £5,087.02 ", £-   ," £39,295.70 ", 72 , 1/0/00 ,, Personal Auto ,Four-Door Car,345.6,,,,,,,,,,,,,,
RD89159,Oregon,Oregon,M,Male,College,College," £4,362.93 "," £4,362.93 "," £58,842.00 "," £58,842.00 ", 110 , 1/0/00 ,, Personal Auto ,Four-Door Car,528,,,,,,,,,,,,,,
VW86720,Oregon,Oregon,F,Female,Bachelor,Bachelors," £7,457.47 "," £7,457.47 ", £-   ," £39,295.70 ", 69 , 1/0/00 ,, Personal Auto ,Four-Door Car,678.209827,,,,,,,,,,,,,,
UM76485,Oregon,Oregon,M,Male,College,College," £7,027.76 "," £7,027.76 ", £-   ," £39,295.70 ", 102 , 1/0/00 ,, Personal Auto ,SUV,489.6,,,,,,,,,,,,,,
LS62045,Oregon,Oregon,F,Female,Bachelor,Bachelors," £2,831.68 "," £2,831.68 "," £70,037.00 "," £70,037.00 ", 70 , 1/0/00 ,, Personal Auto ,Four-Door Car,409.985435,,,,,,,,,,,,,,
ZG84862,Nevada,Nevada,M,Male,High School or Below,High School or Below," £4,217.86 "," £4,217.86 ", £-   ," £39,295.70 ", 62 , 1/0/00 ,, Personal Auto ,Two-Door Car,446.4,,,,,,,,,,,,,,
CD76093,Nevada,Nevada,M,Male,College,College," £7,596.29 "," £7,596.29 "," £59,847.00 "," £59,847.00 ", 192 , 1/0/00 ,, Corporate Auto ,Luxury Car,921.6,,,,,,,,,,,,,,
