Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount
ON77649;Oregon;Female;College;290887.59%; 35.895,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 312.921.256   
RN82884;Arizona;Female;College;428294.80%; 40.864,00   ; 1.090.000.000.000   ;01/01/2000;Personal Auto;SUV; 166.937.747   
CQ75652;Oregon;Male;College;834162.37%; -     ; 1.180.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 566.4 
FF58467;Arizona;Female;Master;509078.13%; 93.018,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 135.382.194   
BS83666;Oregon;Male;Bachelor;736618.83%; 70.014,00   ; 620.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 17.742.954   
WO29605;Oregon;Female;College;243687.51%; 48.875,00   ; 610.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 1.838.367   
TL77607;California;Male;Bachelor;885268.87%; 67.969,00   ; 740.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 197.776.009   
EZ50606;Oregon;Female;High School or Below;2387547.68%; -     ; 1.080.000.000.000   ;1/0/00;Corporate Auto;SUV; 612.102.262   
OS39723;Oregon;Female;Doctor;560049.65%; 68.665,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 331.2 
FN69743;California;Male;College;463654.65%; 26.802,00   ; 660.000.000.000   ;01/01/2000;Corporate Auto;Two-Door Car; 316.8 
XW96958;Nevada;Male;High School or Below;757334.51%; -     ; 1.100.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 1.193.036.154   
TU92578;California;Male;College;1469663.55%; 45.345,00   ; 1.250.000.000.000   ;1/0/00;Personal Auto;SUV; 600   
TL43709;Washington;Male;Bachelor;897214.03%; 89.689,00   ; 740.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 136.829.537   
YE68736;California;Female;Bachelor;772484.01%; 32.051,00   ; 1.930.000.000.000   ;01/01/2000;Personal Auto;SUV; 926.4 
OB96537;Oregon;Male;Master;594667.07%; 81.139,00   ; 740.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 3.926.364   
EU68825;Oregon;Female;Master;800054.51%; 63.834,00   ; 1.000.000.000.000   ;01/01/2000;Personal Auto;Sports Car; 215.226.476   
CC31456;Arizona;Male;Bachelor;645756.10%; 37.548,00   ; 810.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 160.598.662   
DJ77787;Arizona;Female;High School or Below;728144.01%; -     ; 690.000.000.000   ;01/03/2000;Personal Auto;Four-Door Car; 371.803.029   
LN26837;California;Male;High School or Below;259243.78%; 72.421,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 312   
YI92916;Nevada;Male;Master;467842.34%; 83.102,00   ; 1.160.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 443.670.399   
NW54906;Oregon;Male;College;1386992.71%; 28.432,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;SUV; 612.300.581   
ME77513;Nevada;Female;Master;871777.78%; 83.707,00   ; 1.080.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 290.391.526   
UK76891;California;Female;College;523398.68%; 63.259,00   ; 650.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 316.795.337   
SI26888;Nevada;Female;High School or Below;476418.97%; -     ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 405.527.937   
YD74948;Oregon;Female;College;247246.92%; 63.860,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 208.598.246   
HB64268;Washington;Male;Bachelor;281369.26%; 43.836,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 138.130.879   
BW52697;California;Female;College;550505.70%; 86.132,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 301.437.365   
NL41409;Oregon;Female;Bachelor;260620.85%; 28.519,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 456.473.115   
OD69005;Arizona;Female;High School or Below;1048194.38%; 39.102,00   ; 880.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 152.338.562   
ZZ91716;California;Female;Bachelor;325676.64%; -     ; 890.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 491.755.368   
UK70255;California;Female;College;3047578.05%; 97.298,00   ; 1.280.000.000.000   ;1/0/00;Personal Auto;Sports Car; 48.517.439   
QT25383;Nevada;Male;High School or Below;636490.22%; 41.986,00   ; 840.000.000.000   ;01/02/2000;Personal Auto;Two-Door Car; 430.375.049   
AW18068;Arizona;Male;High School or Below;946850.93%; -     ; 880.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 633.6 
NS45347;Oregon;Female;College;563145.19%; 17.291,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 350.4 
FV19421;California;Male;Bachelor;778099.93%; -     ; 740.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 246.489.123   
XW89091;California;Male;College;981652.83%; 37.256,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 128.969.729   
YC11951;Oregon;Male;High School or Below;751913.36%; 96.306,00   ; 950.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 185.355.353   
UY18770;California;Female;Bachelor;1017971.70%; 14.290,00   ; 2.710.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 1300.8 
RA49085;California;Female;College;277283.92%; 37.038,00   ; 710.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 9.071.305   
BG84194;Oregon;Male;College;403750.18%; 90.760,00   ; 1.030.000.000.000   ;01/02/2000;Special Auto;SUV; 133.475.315   
PT64580;Washington;Male;Master;419196.61%; 77.048,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;SUV; 141.199.465   
MR67738;Oregon;Female;High School or Below;267686.79%; 54.480,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 321.6 
DM95829;California;Male;College;252395.96%; 16.244,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 623.223.617   
DB75522;California;Female;College;698840.16%; 22.436,00   ; 890.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 427.2 
LM34525;Washington;Female;College;874205.78%; 71.592,00   ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 141.725.051   
WW30771;Arizona;Male;Master;267331.96%; 28.728,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 321.6 
QP65569;Arizona;Male;High School or Below;1215732.99%; 57.449,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 494.4 
TN50051;California;Female;Doctor;295776.40%; 83.318,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 211.336.937   
UO86707;Washington;Male;Bachelor;717390.94%; 75.217,00   ; 610.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 147.080.303   
JA41698;Nevada;Male;Bachelor;309953.80%; -     ; 1.020.000.000.000   ;01/05/2000;Corporate Auto;SUV; 862.762.957   
NX18774;Oregon;Male;Bachelor;841568.46%; 55.308,00   ; 1.070.000.000.000   ;1/0/00;Corporate Auto;SUV; 513.6 
DA69469;Oregon;Female;College;2684312.45%; 36.068,00   ; 970.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 113.367.765   
CN23147;Oregon;Male;Bachelor;1305717.07%; 48.804,00   ; 1.120.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 537.6 
RA68844;Oregon;Male;College;959995.02%; -     ; 1.310.000.000.000   ;1/0/00;Personal Auto;SUV; 943.2 
GH42026;Oregon;Male;Bachelor;853510.89%; 55.790,00   ; 1.110.000.000.000   ;1/0/00;Personal Auto;SUV; 117.672.722   
BD16530;Arizona;Female;Bachelor;829348.19%; 70.258,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 225.145.949   
JH91579;Oregon;Female;Bachelor;684615.03%; -     ; 950.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 456   
WK23685;Oregon;Female;Bachelor;663685.98%; 47.274,00   ; 830.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 182.432.565   
GR62267;Washington;Female;College;560908.25%; 44.705,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 148.173.152   
PI78084;Arizona;Male;High School or Below;507732.09%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 525.6 
GF97874;Washington;Female;Master;527562.70%; 70.446,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 155.570.802   
ZH19885;Washington;Female;High School or Below;251459.20%; 43.860,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 156.124.914   
UK25655;Oregon;Female;Bachelor;343525.01%; 64.348,00   ; 860.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 212.391.975   
QR45101;Oregon;Male;Bachelor;662461.18%; -     ; 620.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 297.6 
EL93539;California;Male;Master;575744.23%; 88.997,00   ; 720.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 174.041.566   
EE99484;Washington;Female;High School or Below;251459.20%; 43.860,00   ; 650.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 156.124.914   
DP46882;California;Female;High School or Below;288645.16%; 10.312,00   ; 780.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 486.278.557   
WP41146;California;Female;High School or Below;534143.88%; -     ; 720.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 345.6 
TK60799;Arizona;Female;High School or Below;416001.81%; 96.263,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;SUV; 1.924.709   
DN29808;California;Female;College;284624.54%; 28.919,00   ; 720.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 518.4 
SS59521;Oregon;Female;College;477025.66%; -     ; 680.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 326.4 
NG66579;Oregon;Male;Bachelor;505961.62%; 41.869,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 26.212.205   
TC14209;Arizona;Female;High School or Below;909574.46%; -     ; 1.280.000.000.000   ;1/0/00;Personal Auto;SUV; 921.6 
ED50963;California;Female;High School or Below;268886.40%; 32.808,00   ; 680.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 541.695.658   
GP40701;California;Female;Bachelor;827763.76%; 79.780,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 326.4 
CP98451;Oregon;Female;College;905793.53%; 91.025,00   ; 1.120.000.000.000   ;1/0/00;Personal Auto;SUV; 327.682.669   
NX52648;California;Female;High School or Below;380175.04%; 33.043,00   ; 950.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 456   
ZC32510;Arizona;Male;High School or Below;933934.16%; 69.442,00   ; 1.180.000.000.000   ;01/03/2000;Personal Auto;Four-Door Car; 1.265.570.302   
NG27780;Oregon;Male;College;252012.32%; -     ; 700.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 63.043.197   
HN95240;Arizona;Female;College;498409.53%; -     ; 700.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 336   
EB59129;Oregon;Female;Bachelor;259574.80%; 47.234,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 15.631.363   
RA70851;Oregon;Male;High School or Below;743769.33%; 86.863,00   ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 441.6 
PM19162;Oregon;Male;Bachelor;1453678.76%; 25.805,00   ; 660.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 375.866.091   
MS59005;Nevada;Male;Bachelor;591330.59%; 43.676,00   ; 760.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 364.8 
SU71163;Arizona;Male;College;277166.30%; 59.855,00   ; 740.000.000.000   ;01/04/2000;Personal Auto;Two-Door Car; 355.2 
BD35676;Arizona;Male;Master;2919436.64%; 35.296,00   ; 1.260.000.000.000   ;1/0/00;Personal Auto;SUV; 452.616.872   
NI44621;Oregon;Female;Master;988038.58%; 36.576,00   ; 1.250.000.000.000   ;01/01/2000;Personal Auto;SUV; 113.450.122   
EW33419;California;Female;High School or Below;1511440.24%; 28.513,00   ; 1.000.000.000.000   ;01/01/2000;Corporate Auto;SUV; 480   
HX44948;Oregon;Male;Bachelor;575991.08%; 85.448,00   ; 720.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 1.603.451   
DL36983;Oregon;Female;High School or Below;849516.42%; 23.791,00   ; 1.100.000.000.000   ;01/03/2000;Personal Auto;Two-Door Car; 61.527.228   
XR87264;California;Female;Bachelor;438118.42%; 20.597,00   ; 1.120.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 615.256.301   
NN99001;Arizona;Female;College;699782.74%; 56.940,00   ; 870.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 51.266.245   
XV95530;Oregon;Male;Bachelor;1143058.85%; 93.210,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 74.523.935   
OL97871;Oregon;Female;Bachelor;748248.61%; 48.992,00   ; 940.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 426.072.946   
HQ23708;Arizona;Female;Master;859691.66%; 53.736,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 169.287.785   
WR63188;Arizona;Male;College;785496.08%; 25.378,00   ; 660.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 419.464.143   
NG82219;Oregon;Female;Bachelor;258240.85%; 76.731,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 201.455.005   
KU29408;Washington;Male;Master;907576.82%; 37.722,00   ; 1.160.000.000.000   ;1/0/00;Corporate Auto;Sports Car; 158.077.504   
RE46783;California;Female;Bachelor;411858.86%; 69.379,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 494.4 
RU94434;Oregon;Male;High School or Below;1215732.99%; 57.449,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 494.4 
GI82355;Arizona;Male;Bachelor;515281.96%; -     ; 680.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 326.4 
VO26340;Nevada;Male;College;651297.65%; -     ; 930.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 669.6 
NV61299;Arizona;Female;Bachelor;2778969.24%; 33.806,00   ; 890.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 395.729.716   
DX31066;Washington;Female;College;266727.00%; 94.041,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 159.756.733   
CY50337;Oregon;Female;College;1092840.71%; 74.965,00   ; 900.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 58.557.552   
TJ20375;Arizona;Female;High School or Below;761538.13%; 34.095,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 302.4 
EP72155;California;Female;College;200435.07%; -     ; 660.000.000.000   ;01/04/2000;Personal Auto;Four-Door Car; 316.8 
JJ76159;California;Male;College;243468.12%; 96.045,00   ; 610.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 8.582.971   
BG15419;Nevada;Female;Bachelor;1419536.03%; 86.355,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;Sports Car; 285.418.473   
AO74776;California;Female;High School or Below;942768.49%; 27.824,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;SUV; 566.4 
HQ82233;California;Male;High School or Below;1198242.09%; 42.995,00   ; 1.010.000.000.000   ;1/0/00;Personal Auto;SUV; 410.508.316   
OL72737;Oregon;Female;High School or Below;310278.95%; 21.235,00   ; 790.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 24.423.135   
ZQ59828;California;Male;High School or Below;422263.12%; 74.585,00   ; 1.060.000.000.000   ;1/0/00;Personal Auto;SUV; 218.598.065   
NZ15548;Oregon;Male;Bachelor;402381.44%; 41.833,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 643.826.716   
XK61304;California;Female;College;529715.18%; 23.908,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 336   
EJ44139;Oregon;Male;Bachelor;2142363.72%; -     ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 312   
CM94425;Arizona;Male;Bachelor;441620.62%; 61.953,00   ; 1.130.000.000.000   ;1/0/00;Personal Auto;SUV; 497.047.297   
OV54878;California;Male;Bachelor;463903.52%; -     ; 1.420.000.000.000   ;1/0/00;Corporate Auto;SUV; 1022.4 
JF57282;Nevada;Male;Bachelor;486354.46%; -     ; 1.370.000.000.000   ;1/0/00;Personal Auto;SUV; 657.6 
MY37953;Arizona;Female;Bachelor;2583090.98%; 73.760,00   ; 1.070.000.000.000   ;01/01/2000;Personal Auto;Sports Car; 230.245.772   
XP64922;Oregon;Female;College;297431.49%; 23.333,00   ; 740.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 5.622.751   
WL65572;California;Male;College;206445.88%; -     ; 610.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 292.8 
LN50325;Arizona;Female;High School or Below;1006460.83%; 20.440,00   ; 1.280.000.000.000   ;01/02/2000;Corporate Auto;Sports Car; 614.4 
HJ15383;Washington;Male;Master;803240.19%; 27.658,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 16.007.526   
KH59823;California;Male;College;548921.41%; 50.943,00   ; 1.390.000.000.000   ;1/0/00;Special Auto;SUV; 667.2 
YM79169;California;Male;Bachelor;261275.67%; 19.003,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 34.651.305   
DR38127;California;Male;College;857346.39%; 46.703,00   ; 1.080.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 678.100.487   
PU42145;California;Male;Bachelor;2412750.40%; 14.072,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 511.2 
KM33477;Oregon;Male;College;855038.66%; 21.733,00   ; 730.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 525.6 
RI53167;Arizona;Male;Bachelor;230864.80%; 20.811,00   ; 610.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 292.8 
OF77789;Arizona;Female;High School or Below;425462.07%; 11.904,00   ; 610.000.000.000   ;01/02/2000;Personal Auto;Two-Door Car; 292.8 
YB33445;Oregon;Female;College;898285.04%; 43.490,00   ; 1.140.000.000.000   ;01/04/2000;Corporate Auto;SUV; 174.588.413   
BA17836;California;Male;High School or Below;786816.60%; 57.340,00   ; 670.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 159.391.681   
JS43228;California;Male;College;770424.87%; 49.088,00   ; 970.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 698.4 
BB11622;Nevada;Male;Master;1055217.00%; 47.761,00   ; 1.310.000.000.000   ;1/0/00;Personal Auto;SUV; 232.711.071   
HQ70429;Washington;Female;College;1604510.95%; -     ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 163.046.956   
WK88044;Arizona;Male;Bachelor;873783.75%; 61.281,00   ; 1.100.000.000.000   ;1/0/00;Personal Auto;SUV; 79.865.605   
LA80525;Nevada;Male;Bachelor;545489.07%; -     ; 820.000.000.000   ;01/01/2000;Corporate Auto;Two-Door Car; 393.6 
EH16250;Arizona;Male;Bachelor;770528.33%; 25.290,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 382.085.897   
PU41872;Arizona;Female;High School or Below;703926.24%; 24.239,00   ; 880.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 48.348.319   
HB85743;California;Male;Bachelor;883808.56%; 82.664,00   ; 1.140.000.000.000   ;01/03/2000;Personal Auto;SUV; 133.425.609   
MM71959;Arizona;Male;Bachelor;873352.73%; 83.210,00   ; 1.100.000.000.000   ;1/0/00;Personal Auto;Sports Car; 528   
MB83663;Oregon;Female;Bachelor;959747.48%; 38.736,00   ; 810.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 561.414.794   
KR43119;California;Male;College;450666.02%; -     ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 316.8 
KH24214;Oregon;Male;College;1785797.23%; 55.437,00   ; 640.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 445.287.788   
AC40767;Washington;Male;Bachelor;249780.82%; 68.041,00   ; 64.640.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 165.570.243   
HP55391;Oregon;Male;Master;542613.62%; -     ; 710.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 40.799.684   
EG62398;California;Female;High School or Below;799814.38%; 29.066,00   ; 1.000.000.000.000   ;1/0/00;Personal Auto;SUV; 844.229.478   
VS19949;Nevada;Male;Bachelor;289762.07%; 54.337,00   ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 345.6 
AM92343;Oregon;Female;High School or Below;1159950.22%; 67.616,00   ; 960.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 340.306.584   
GI68556;California;Female;Bachelor;1514793.06%; 41.082,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 106.647.493   
JT11876;Washington;Female;High School or Below;543576.78%; -     ; 102.020.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 626.116.259   
XR64251;Nevada;Female;Master;272535.64%; 36.650,00   ; 690.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 5.660.333   
MK34957;Oregon;Female;College;1329771.23%; 50.631,00   ; 1.120.000.000.000   ;01/04/2000;Special Auto;SUV; 78.465.781   
GP18756;California;Male;College;992704.97%; 19.592,00   ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 441.6 
AP23850;Washington;Female;High School or Below;1777154.90%; -     ; 1.140.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 547.2 
KQ65521;Arizona;Female;College;1826927.02%; 55.761,00   ; 1.150.000.000.000   ;1/0/00;Personal Auto;Sports Car; 8.627.772   
EJ19449;California;Female;College;272221.07%; 17.576,00   ; 710.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 398.502.948   
QB70027;California;Female;Bachelor;708321.24%; 41.449,00   ; 890.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 63.516.572   
QW47320;California;Female;Bachelor;1017971.70%; 14.290,00   ; 2.710.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 1300.8 
KH64733;Nevada;Female;College;588950.91%; 62.007,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 120.015.609   
ON59472;Arizona;Male;High School or Below;1577139.34%; 21.921,00   ; 2.060.000.000.000   ;1/0/00;Corporate Auto;Luxury SUV; 1.254.137.899   
HP94242;Arizona;Female;Bachelor;528817.33%; 42.621,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 316.8 
RV15398;Oregon;Male;College;2758055.40%; -     ; 870.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 417.6 
EA25683;Washington;Male;High School or Below;777853.23%; 63.786,00   ; 1.960.000.000.000   ;1/0/00;Corporate Auto;Luxury SUV; 798.002.689   
PW73754;California;Female;High School or Below;734186.13%; -     ; 1.040.000.000.000   ;01/03/2000;Personal Auto;Sports Car; 82.041.684   
MC71942;California;Female;High School or Below;791919.70%; 82.877,00   ; 990.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 22.819.088   
OX72195;Arizona;Male;College;216387.02%; -     ; 630.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 302.4 
YQ99152;Nevada;Male;High School or Below;978780.88%; 10.475,00   ; 880.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 422.4 
KI19439;Oregon;Female;High School or Below;520764.08%; 21.952,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 316.8 
PM76175;Oregon;Female;Bachelor;2114727.72%; 49.721,00   ; 1.320.000.000.000   ;1/0/00;Corporate Auto;Sports Car; 639.971.388   
US45383;California;Male;College;1228076.66%; 88.340,00   ; 1.020.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 489.6 
GT38956;California;Female;College;244139.42%; -     ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 312   
SN41301;Oregon;Male;Bachelor;653556.06%; -     ; 650.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 468   
BE62503;Washington;Female;College;920659.83%; 24.589,00   ; 820.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 511.497.882   
PA16884;California;Female;Bachelor;411858.86%; 69.379,00   ; 1.030.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 494.4 
NC58480;Nevada;Female;Bachelor;483820.90%; 73.769,00   ; 610.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 239.540.223   
NS39326;California;Female;College;462554.81%; 66.670,00   ; 1.140.000.000.000   ;1/0/00;Personal Auto;SUV; 518.180.364   
PN18507;Arizona;Male;Bachelor;1404210.30%; 88.854,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 715.252.366   
EK91340;Oregon;Male;Bachelor;754661.35%; 31.266,00   ; 1.930.000.000.000   ;1/0/00;Corporate Auto;Luxury Car; 926.4 
JY16280;California;Female;High School or Below;251459.20%; 43.860,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 156.124.914   
ZW71731;California;Male;Bachelor;517035.84%; 89.284,00   ; 1.330.000.000.000   ;01/02/2000;Corporate Auto;SUV; 402.070.719   
ZC24631;Oregon;Male;College;1391737.72%; 67.267,00   ; 890.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 94.814.032   
YR34689;California;Female;High School or Below;1131813.08%; 79.270,00   ; 950.000.000.000   ;01/03/2000;Personal Auto;Four-Door Car; 456   
RT65829;Oregon;Male;Bachelor;427636.36%; 36.692,00   ; 1.090.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 523.2 
BZ12077;Oregon;Female;High School or Below;432224.03%; -     ; 1.190.000.000.000   ;1/0/00;Personal Auto;SUV; 571.2 
WM65373;California;Female;College;800230.83%; -     ; 1.070.000.000.000   ;1/0/00;Corporate Auto;SUV; 513.6 
NH35059;Nevada;Male;College;388545.64%; -     ; 1.050.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 504   
QD38160;Oregon;Male;College;447177.82%; -     ; 1.350.000.000.000   ;1/0/00;Personal Auto;SUV; 972   
BM15160;California;Female;High School or Below;849635.28%; 44.624,00   ; 710.000.000.000   ;01/01/2000;Special Auto;Four-Door Car; 73.883.044   
VY79030;Arizona;Female;College;2250088.35%; -     ; 710.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 340.8 
EV19512;Nevada;Female;Master;1630196.76%; 19.614,00   ; 850.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 574.024.018   
TE13577;Oregon;Female;College;231973.59%; -     ; 640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 632.715.382   
WY97929;Arizona;Male;College;871704.98%; 83.846,00   ; 740.000.000.000   ;01/03/2000;Special Auto;Four-Door Car; 355.2 
YG20683;Washington;Male;College;286011.17%; 51.159,00   ; 720.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 4.238.626   
FK75497;California;Male;College;245340.83%; 83.772,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 42.248.087   
NE60110;Arizona;Male;College;598977.39%; 66.839,00   ; 1.540.000.000.000   ;1/0/00;Personal Auto;Sports Car; 739.2 
TN36521;Arizona;Female;College;2498022.55%; 88.440,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 27.145.151   
